CatNum,DateNum,TimeNum,DescNum,DayNum,DistNum,ResNum,AddNum,X,Y
14,3,277,21,1,3,1,676,-122.4519044,37.74529934
29,3,277,5,1,10,2,677,-122.4134733,37.77516335
14,3,277,37,1,7,2,678,-122.4820814,37.76514732
14,5,460,87,6,10,2,1116,-122.4080683,37.78399168
7,6,20,3,5,10,3,1424,-122.4080683,37.78399168
2,8,323,35,3,10,2,1772,-122.4080683,37.78399168
14,8,323,113,3,10,2,1772,-122.4080683,37.78399168
24,6,460,93,5,10,2,1314,-122.408163,37.78053454
29,6,460,94,5,10,2,1314,-122.408163,37.78053454
14,6,305,18,5,10,2,1314,-122.408163,37.78053454
27,3,632,39,1,8,1,518,-122.4082017,37.78688491
26,3,277,69,1,7,2,681,-122.4820125,37.73340397
2,3,632,138,1,8,1,518,-122.4082017,37.78688491
18,3,632,188,1,8,1,518,-122.4082017,37.78688491
18,4,166,6,7,8,1,518,-122.4082017,37.78688491
17,3,277,9,1,1,2,683,-122.4315786,37.77770022
14,4,1,32,7,8,2,1024,-122.408231,37.78735949
17,5,543,60,6,6,2,1083,-122.408231,37.78735949
18,3,277,55,1,1,2,685,-122.4317184,37.77003401
17,5,451,3,6,8,2,1083,-122.408231,37.78735949
4,3,276,147,1,4,2,687,-122.4013659,37.75130744
18,3,274,24,1,8,1,277,-122.4117783,37.78398056
28,3,272,18,1,5,2,688,-122.4644198,37.7819577
17,8,418,95,3,6,2,1024,-122.408231,37.78735949
17,2,632,94,2,8,2,283,-122.4082707,37.78549414
2,4,33,39,7,8,2,283,-122.4082707,37.78549414
17,3,266,88,1,1,2,691,-122.4345615,37.80480116
18,3,266,24,1,9,1,692,-122.4126901,37.74936883
26,4,33,54,7,8,2,283,-122.4082707,37.78549414
20,4,53,31,7,10,2,957,-122.4083686,37.78077843
2,4,53,45,7,10,2,957,-122.4083686,37.78077843
17,5,59,1,6,10,2,957,-122.4083686,37.78077843
2,4,442,20,7,10,1,872,-122.4084211,37.78356994
18,4,442,3,7,10,1,872,-122.4084211,37.78356994
26,3,249,69,1,2,2,694,-122.4430314,37.76411289
20,4,442,93,7,10,1,872,-122.4084211,37.78356994
14,6,573,94,5,10,1,872,-122.4084211,37.78356994
29,5,127,172,6,10,2,1204,-122.4084371,37.78195439
29,5,127,87,6,10,2,1204,-122.4084371,37.78195439
14,3,249,39,1,5,2,696,-122.4935882,37.77594071
17,5,490,61,6,10,2,957,-122.4084666,37.78070083
14,6,35,94,5,10,2,957,-122.4084666,37.78070083
14,3,249,189,1,10,2,698,-122.3921341,37.79169725
28,2,512,131,2,6,2,336,-122.4085075,37.79109268
4,5,406,3,6,6,2,336,-122.4085075,37.79109268
14,3,249,137,1,1,2,700,-122.4206419,37.78196082
14,5,406,1,6,6,2,336,-122.4085075,37.79109268
17,1,541,166,3,6,2,43,-122.4085974,37.78922421
18,3,32,71,1,6,1,43,-122.4085974,37.78922421
17,3,289,24,1,6,2,672,-122.4086469,37.79811713
18,3,233,12,1,3,1,703,-122.441553,37.71575489
28,4,175,88,7,6,1,672,-122.4086469,37.79811713
7,7,192,51,4,10,1,1615,-122.4086735,37.78005744
2,3,230,113,1,10,1,704,-122.4135835,37.77704362
17,3,223,20,1,1,4,705,-122.420786,37.79518472
18,7,192,190,4,10,1,1615,-122.4086735,37.78005744
4,7,192,64,4,10,1,1615,-122.4086735,37.78005744
17,3,215,20,1,6,2,707,-122.4005171,37.7963439
18,2,460,9,2,10,1,361,-122.4087106,37.78097067
17,3,214,9,1,5,2,709,-122.4799127,37.78018135
2,3,214,77,1,3,1,710,-122.431295,37.72872979
14,3,214,6,1,2,2,711,-122.4473145,37.77187606
14,3,214,4,1,5,2,712,-122.4637499,37.77362241
17,3,210,144,1,9,2,713,-122.4219351,37.76613439
18,2,259,4,2,10,1,361,-122.4087106,37.78097067
28,5,583,18,6,10,2,1056,-122.4087106,37.78097067
2,5,519,52,6,10,2,1056,-122.4087106,37.78097067
2,5,519,144,6,10,2,1056,-122.4087106,37.78097067
18,8,483,191,3,10,1,1056,-122.4087106,37.78097067
18,8,534,52,3,6,1,1702,-122.4088337,37.80424896
17,3,199,15,1,10,2,717,-122.4002726,37.78717897
17,3,197,51,1,8,6,653,-122.4131357,37.7862599
4,3,186,79,1,5,2,718,-122.495039,37.77299275
29,3,186,60,1,4,2,719,-122.3994552,37.72146465
4,3,186,40,1,6,2,40,-122.4153487,37.78885421
18,8,534,15,3,6,1,1702,-122.4088337,37.80424896
14,3,186,31,1,1,2,721,-122.4401987,37.79943523
18,3,182,12,1,3,1,722,-122.4410181,37.71645868
18,3,180,24,1,3,1,723,-122.4469361,37.73165057
18,3,179,24,1,3,1,724,-122.4285386,37.73499402
4,3,323,32,1,3,2,664,-122.4088914,37.74178819
4,3,305,60,1,3,2,664,-122.4088914,37.74178819
2,3,489,21,1,9,2,603,-122.4089834,37.75198704
22,3,489,52,1,9,2,603,-122.4089834,37.75198704
28,3,489,29,1,9,2,603,-122.4089834,37.75198704
14,3,352,87,1,6,2,654,-122.409017,37.79948807
12,3,352,183,1,6,2,654,-122.409017,37.79948807
2,1,464,192,3,6,2,94,-122.4090315,37.79925319
12,2,605,61,2,6,2,94,-122.4090315,37.79925319
22,2,605,94,2,6,2,94,-122.4090315,37.79925319
4,3,173,149,1,9,2,729,-122.4193083,37.75545608
12,2,485,193,2,6,2,94,-122.4090315,37.79925319
12,6,153,24,5,6,2,94,-122.4090315,37.79925319
17,2,277,20,2,6,2,421,-122.4090552,37.78719796
14,3,166,16,1,5,2,732,-122.4722981,37.77311436
14,8,512,26,3,6,2,421,-122.4090552,37.78719796
4,3,162,146,1,9,2,733,-122.4245977,37.75755077
14,8,256,84,3,10,7,1791,-122.4092477,37.78139873
16,8,256,37,3,10,7,1791,-122.4092477,37.78139873
14,3,162,39,1,7,2,734,-122.4653786,37.76500573
17,3,158,20,1,9,7,735,-122.4181373,37.74904131
18,1,304,194,3,8,1,186,-122.4093131,37.78434785
30,4,311,89,7,8,1,912,-122.4093131,37.78434785
29,3,151,5,1,4,2,738,-122.3963759,37.73889936
18,6,15,195,5,8,1,912,-122.4093131,37.78434785
14,3,151,3,1,7,2,739,-122.4657906,37.75658204
7,8,324,13,3,4,1,1770,-122.4093253,37.72014939
12,3,142,118,1,1,2,740,-122.4341376,37.78168509
18,8,324,186,3,4,1,1770,-122.4093253,37.72014939
7,8,324,181,3,4,1,1770,-122.4093253,37.72014939
17,8,324,32,3,4,1,1770,-122.4093253,37.72014939
2,4,8,5,7,4,2,1014,-122.4093267,37.73071181
17,3,139,15,1,6,2,743,-122.3987654,37.79362356
2,4,8,196,7,4,2,1014,-122.4093267,37.73071181
4,1,480,46,3,10,2,83,-122.4095043,37.78152627
17,4,60,14,7,10,2,83,-122.4095043,37.78152627
14,3,124,137,1,6,2,745,-122.4023466,37.78900334
4,3,117,38,1,9,2,746,-122.4124227,37.76482503
1,3,114,197,1,10,1,747,-122.3923477,37.78906036
14,3,112,6,1,10,2,156,-122.402246,37.78108882
14,3,108,3,1,1,2,748,-122.42911,37.76989883
14,1,148,12,3,8,2,242,-122.4095237,37.7857603
29,3,102,5,1,3,2,750,-122.4076404,37.71755809
28,3,102,8,1,1,2,751,-122.4403981,37.79599737
17,4,229,18,7,8,2,242,-122.4095237,37.7857603
29,5,608,198,6,8,1,242,-122.4095237,37.7857603
16,3,82,93,1,10,2,753,-122.4128343,37.77779031
18,3,80,2,1,9,1,754,-122.4156134,37.76936288
7,5,608,3,6,8,1,242,-122.4095237,37.7857603
26,3,70,30,1,9,2,755,-122.4106161,37.76623807
4,3,64,199,1,4,2,756,-122.3943479,37.7499132
18,3,62,12,1,4,1,757,-122.4043088,37.74252189
2,3,59,66,1,1,2,758,-122.422517,37.79128899
14,3,59,4,1,1,2,759,-122.4300823,37.76766275
18,5,608,3,6,8,1,242,-122.4095237,37.7857603
12,5,534,54,6,8,2,242,-122.4095237,37.7857603
12,5,534,200,6,8,2,242,-122.4095237,37.7857603
2,2,386,64,2,9,2,392,-122.4095299,37.76571844
27,3,42,52,1,2,1,761,-122.4358241,37.76255283
14,3,440,151,1,9,2,392,-122.4095299,37.76571844
23,8,480,75,3,9,1,392,-122.4095299,37.76571844
13,8,480,1,3,9,1,392,-122.4095299,37.76571844
29,3,35,60,1,6,2,103,-122.4131628,37.7870801
4,3,35,70,1,5,2,763,-122.4582235,37.7877165
13,8,480,90,3,9,1,392,-122.4095299,37.76571844
2,8,480,24,3,9,1,392,-122.4095299,37.76571844
2,8,480,142,3,9,1,392,-122.4095299,37.76571844
14,3,17,3,1,3,2,766,-122.4478172,37.71922946
14,8,480,166,3,9,1,392,-122.4095299,37.76571844
2,8,480,30,3,9,1,392,-122.4095299,37.76571844
18,3,11,24,1,4,1,768,-122.3922173,37.7356626
27,3,9,52,1,1,2,769,-122.4247907,37.77785856
17,3,5,15,1,5,2,770,-122.4812462,37.77644744
23,8,480,15,3,9,1,392,-122.4095299,37.76571844
18,8,480,87,3,9,1,392,-122.4095299,37.76571844
14,3,1,4,1,1,2,773,-122.4235803,37.77627128
14,3,1,3,1,2,2,774,-122.4409428,37.76136589
28,3,1,8,1,1,2,775,-122.4173124,37.78191323
2,8,480,173,3,9,1,392,-122.4095299,37.76571844
18,3,1,55,1,5,2,776,-122.4923745,37.78167415
2,7,632,81,4,6,1,1449,-122.4096527,37.79649145
13,7,632,50,4,6,1,1449,-122.4096527,37.79649145
2,7,632,8,4,6,1,1449,-122.4096527,37.79649145
31,4,650,201,7,4,2,777,-122.3792138,37.73236862
2,4,644,113,7,1,1,778,-122.4438964,37.80085417
14,3,358,187,1,10,2,652,-122.4097388,37.7703482
26,4,642,69,7,2,2,780,-122.4464727,37.77580159
18,4,634,24,7,3,3,781,-122.4402533,37.71604001
2,4,633,77,7,1,1,782,-122.4455311,37.80053487
14,4,632,3,7,3,2,783,-122.4193723,37.74041369
28,4,632,18,7,10,2,784,-122.403891,37.78240141
29,4,632,5,7,3,2,785,-122.4235483,37.72682302
6,5,29,6,6,10,1,652,-122.4097388,37.7703482
30,5,29,8,6,10,1,652,-122.4097388,37.7703482
18,5,29,3,6,10,1,652,-122.4097388,37.7703482
17,1,277,8,3,6,2,198,-122.4097917,37.79850835
14,4,632,4,7,1,2,787,-122.4232775,37.80341242
17,3,530,18,1,6,2,198,-122.4097917,37.79850835
17,5,277,94,6,6,2,198,-122.4097917,37.79850835
17,7,336,61,4,6,2,198,-122.4097917,37.79850835
2,4,628,86,7,8,2,789,-122.4177103,37.78423629
14,4,626,6,7,7,2,790,-122.4731357,37.75156462
18,4,625,24,7,9,1,791,-122.4215984,37.75204775
17,8,603,51,3,6,2,198,-122.4097917,37.79850835
17,1,360,30,3,10,2,158,-122.4097952,37.78003563
14,4,620,3,7,3,2,792,-122.425479,37.72023256
28,4,614,18,7,2,2,793,-122.4457903,37.7646916
29,4,605,60,7,4,2,794,-122.3980104,37.71291556
14,8,543,3,3,10,2,158,-122.4097952,37.78003563
18,4,599,64,7,4,1,795,-122.388753,37.74073605
14,3,259,4,1,10,1,693,-122.4098458,37.77524071
7,3,259,20,1,10,1,693,-122.4098458,37.77524071
30,3,259,5,1,10,1,693,-122.4098458,37.77524071
18,4,591,202,7,1,2,798,-122.4248305,37.79850023
14,6,249,24,5,6,2,1373,-122.4098773,37.8080501
17,4,586,20,7,7,2,799,-122.4759645,37.74582688
17,6,214,30,5,6,2,1373,-122.4098773,37.8080501
14,3,48,8,1,6,2,760,-122.4099006,37.79561712
14,7,625,203,4,6,2,1456,-122.4099006,37.79561712
17,4,579,20,7,9,2,802,-122.4165727,37.75635629
14,4,35,61,7,6,2,999,-122.4099253,37.7877641
14,5,639,94,6,6,2,999,-122.4099253,37.7877641
29,4,579,5,7,3,2,804,-122.4192428,37.73398396
17,2,395,149,2,10,7,387,-122.4100658,37.77499068
29,4,579,5,7,9,2,805,-122.4387348,37.75302717
14,4,579,3,7,7,2,806,-122.4695468,37.75356504
29,4,579,5,7,10,2,807,-122.4049344,37.78149872
14,6,276,77,5,10,2,387,-122.4100658,37.77499068
27,1,458,113,3,8,2,102,-122.4101352,37.78418891
17,2,564,5,2,8,2,102,-122.4101352,37.78418891
2,3,424,21,1,8,2,102,-122.4101352,37.78418891
29,4,562,5,7,5,2,810,-122.4677645,37.78371438
28,4,560,129,7,7,2,811,-122.4654189,37.71881834
29,4,555,5,7,1,2,812,-122.4220772,37.79320618
20,5,100,30,6,8,1,102,-122.4101352,37.78418891
30,5,100,7,6,8,1,102,-122.4101352,37.78418891
14,4,545,31,7,2,2,814,-122.4383383,37.7690066
14,4,543,3,7,6,2,815,-122.4097236,37.80711542
23,4,543,175,7,10,7,816,-122.3923498,37.79264509
14,4,543,3,7,10,2,817,-122.4112719,37.77603295
14,4,543,4,7,6,2,818,-122.4065367,37.79134196
2,5,100,59,6,8,1,102,-122.4101352,37.78418891
15,6,358,168,5,8,2,102,-122.4101352,37.78418891
18,3,641,204,1,10,1,517,-122.4102935,37.78223059
30,4,541,1,7,9,1,820,-122.4152719,37.76419691
7,7,452,205,4,10,1,1539,-122.4102935,37.78223059
18,7,452,206,4,10,1,1539,-122.4102935,37.78223059
30,7,452,46,4,10,1,1539,-122.4102935,37.78223059
14,4,632,1,7,6,2,786,-122.4105006,37.80696307
18,4,534,24,7,4,1,822,-122.3922364,37.72622388
28,4,632,49,7,6,2,786,-122.4105006,37.80696307
14,4,632,7,7,6,2,786,-122.4105006,37.80696307
28,4,632,6,7,6,2,786,-122.4105006,37.80696307
17,1,579,39,3,8,2,22,-122.4105093,37.78604322
23,4,530,175,7,10,2,823,-122.4221883,37.77269482
2,4,530,77,7,6,2,824,-122.4119531,37.80582429
14,2,35,3,2,8,2,22,-122.4105093,37.78604322
26,4,527,30,7,9,2,826,-122.4179492,37.76972086
14,3,523,21,1,6,2,579,-122.4105247,37.80744512
28,4,525,158,7,2,2,827,-122.4520559,37.77031154
14,3,512,3,1,6,2,579,-122.4105247,37.80744512
17,4,521,20,7,6,2,829,-122.4075217,37.79838308
14,3,480,2,1,6,2,579,-122.4105247,37.80744512
14,3,323,99,1,6,2,579,-122.4105247,37.80744512
14,7,431,82,4,6,2,579,-122.4105247,37.80744512
16,5,305,33,6,10,2,1157,-122.4105412,37.77091306
18,4,513,24,7,9,1,832,-122.4177567,37.76981424
14,4,512,4,7,7,2,833,-122.4736864,37.75743507
29,4,512,5,7,9,2,834,-122.4389076,37.75481625
16,5,305,3,6,10,2,1157,-122.4105412,37.77091306
17,4,512,15,7,5,2,835,-122.4918433,37.78164606
18,4,512,12,7,1,1,836,-122.4307492,37.79864806
29,4,512,5,7,3,2,837,-122.4333869,37.72977503
14,4,512,3,7,1,2,838,-122.4267565,37.80393523
6,5,10,207,6,10,1,1157,-122.4105412,37.77091306
17,4,508,111,7,2,2,839,-122.4484141,37.76933101
14,7,249,4,4,10,2,1157,-122.4105412,37.77091306
17,5,562,3,6,9,2,967,-122.4106001,37.76753256
14,4,505,3,7,6,2,842,-122.4002527,37.80060752
29,5,467,24,6,9,2,967,-122.4106001,37.76753256
16,6,150,76,5,8,2,1399,-122.4106899,37.78249489
30,4,499,35,7,1,1,844,-122.4321682,37.78097996
16,4,495,94,7,1,2,845,-122.4461169,37.80344058
17,6,150,39,5,8,2,1399,-122.4106899,37.78249489
14,4,495,3,7,1,2,846,-122.4330299,37.7765502
14,4,495,3,7,1,2,847,-122.4395049,37.80040249
14,4,495,3,7,6,2,848,-122.4103138,37.80602666
17,4,302,3,7,6,2,644,-122.4107216,37.78709665
14,8,329,1,3,6,2,644,-122.4107216,37.78709665
17,2,420,109,2,6,2,379,-122.4108456,37.79231587
2,4,480,50,7,7,2,850,-122.4689994,37.71701289
17,3,307,208,1,6,2,379,-122.4108456,37.79231587
4,4,480,146,7,4,2,851,-122.3789208,37.72861197
14,4,480,145,7,3,2,852,-122.438971,37.72169486
28,4,480,18,7,10,2,853,-122.4005933,37.78760247
14,4,480,39,7,1,2,854,-122.4257306,37.77791092
29,4,480,5,7,9,2,855,-122.4317472,37.7494248
14,4,480,4,7,7,2,856,-122.4942918,37.74875853
14,4,480,3,7,3,2,857,-122.423804,37.73706654
18,4,480,24,7,3,3,858,-122.4339846,37.72576292
29,4,480,60,7,6,6,859,-122.4164521,37.78630869
29,4,480,60,7,9,2,860,-122.4034091,37.75317799
29,4,480,5,7,3,2,861,-122.4308426,37.73181653
18,2,534,3,2,8,1,328,-122.4109552,37.78413995
14,4,467,3,7,1,2,862,-122.441854,37.79920972
14,4,467,31,7,6,2,863,-122.3963744,37.79805325
26,5,440,21,6,8,2,1121,-122.4109552,37.78413995
17,5,440,151,6,8,2,1121,-122.4109552,37.78413995
4,4,249,65,7,6,2,938,-122.4110455,37.79329511
2,4,249,6,7,6,2,938,-122.4110455,37.79329511
4,4,460,79,7,7,2,864,-122.4974833,37.73058839
29,4,460,60,7,4,2,865,-122.3877294,37.73123239
2,4,249,11,7,6,2,938,-122.4110455,37.79329511
2,2,263,138,2,6,2,430,-122.4110689,37.7888557
14,4,456,37,7,6,2,867,-122.418277,37.80796245
17,4,406,3,7,6,2,430,-122.4110689,37.7888557
28,2,447,8,2,10,1,363,-122.4110714,37.78175113
18,2,447,1,2,10,1,363,-122.4110714,37.78175113
20,2,421,20,2,10,2,363,-122.4110714,37.78175113
14,2,384,8,2,10,2,363,-122.4110714,37.78175113
7,5,494,29,6,10,3,363,-122.4110714,37.78175113
7,5,369,20,6,10,3,363,-122.4110714,37.78175113
14,4,445,3,7,10,2,871,-122.4110162,37.77668935
16,2,406,86,2,9,2,382,-122.4110938,37.76104757
16,2,406,22,2,9,2,382,-122.4110938,37.76104757
4,6,232,140,5,3,2,1376,-122.4111857,37.72763368
14,4,440,31,7,10,2,873,-122.3944384,37.77485333
26,6,232,3,5,3,2,1376,-122.4111857,37.72763368
14,1,530,3,3,10,2,51,-122.4112792,37.77157858
18,4,440,55,7,4,2,875,-122.3933313,37.72032569
29,4,440,25,7,3,2,876,-122.4488492,37.72907252
17,4,440,15,7,10,2,877,-122.3939837,37.79506077
14,2,323,30,2,10,2,51,-122.4112792,37.77157858
18,3,541,13,1,10,1,51,-122.4112792,37.77157858
30,3,531,109,1,10,6,571,-122.4112792,37.77157858
17,4,424,15,7,1,2,880,-122.4245419,37.80130415
14,4,424,4,7,6,2,881,-122.4019852,37.80323858
16,3,531,3,1,10,6,571,-122.4112792,37.77157858
17,3,531,22,1,10,6,571,-122.4112792,37.77157858
14,3,480,168,1,10,2,571,-122.4112792,37.77157858
18,5,17,48,6,10,1,571,-122.4112792,37.77157858
2,4,409,77,7,7,1,883,-122.4660262,37.74092819
14,6,648,3,5,10,2,51,-122.4112792,37.77157858
18,6,263,40,5,10,1,571,-122.4112792,37.77157858
5,4,406,143,7,6,2,884,-122.4138561,37.7942674
18,6,263,15,5,10,1,571,-122.4112792,37.77157858
18,6,212,8,5,10,1,571,-122.4112792,37.77157858
18,6,208,209,5,10,1,571,-122.4112792,37.77157858
14,4,406,31,7,1,2,885,-122.4268069,37.77113513
26,4,406,69,7,3,2,886,-122.4307776,37.71853062
12,4,403,118,7,5,2,887,-122.4525869,37.78646014
14,6,166,87,5,10,2,571,-122.4112792,37.77157858
12,6,166,20,5,10,2,571,-122.4112792,37.77157858
17,4,390,15,7,4,2,889,-122.3994291,37.76234934
14,7,232,122,4,10,2,571,-122.4112792,37.77157858
14,4,390,3,7,1,2,890,-122.4224073,37.77408411
14,4,390,31,7,2,2,891,-122.4552904,37.77092819
30,4,319,29,7,8,1,911,-122.4113284,37.78599631
18,4,319,18,7,8,1,911,-122.4113284,37.78599631
17,4,383,9,7,5,2,892,-122.4924891,37.78229066
14,4,381,3,7,8,2,893,-122.4129705,37.78578838
17,4,377,51,7,5,2,894,-122.4669486,37.77427214
17,4,199,29,7,8,2,956,-122.4113284,37.78599631
20,2,259,87,2,10,1,363,-122.4113396,37.78127074
2,2,259,26,2,10,1,363,-122.4113396,37.78127074
4,2,259,69,2,10,1,363,-122.4113396,37.78127074
29,2,35,6,2,10,2,499,-122.4113591,37.77649448
14,4,373,6,7,10,2,897,-122.3952605,37.78170349
29,2,35,210,2,10,2,499,-122.4113591,37.77649448
14,4,373,3,7,10,2,898,-122.3959579,37.78360376
7,3,44,9,1,10,1,499,-122.4113591,37.77649448
14,4,373,6,7,5,2,900,-122.4690938,37.77325583
29,4,373,25,7,7,2,901,-122.5006979,37.76251868
31,3,44,3,1,10,1,499,-122.4113591,37.77649448
14,4,366,3,7,6,2,903,-122.4000697,37.79968202
18,3,44,6,1,10,1,499,-122.4113591,37.77649448
14,7,440,87,4,10,2,499,-122.4113591,37.77649448
14,4,354,21,7,1,2,905,-122.4341852,37.79027379
29,4,349,5,7,9,2,906,-122.4206658,37.75210416
17,4,329,164,7,2,1,907,-122.4533763,37.76871427
17,4,326,20,7,8,2,908,-122.412597,37.78111921
29,4,321,5,7,9,2,909,-122.4371821,37.75993828
17,4,319,20,7,1,2,910,-122.426474,37.79829129
26,4,373,1,7,3,2,71,-122.4113662,37.74779429
14,4,373,75,7,3,2,71,-122.4113662,37.74779429
28,5,79,6,6,10,2,817,-122.4113868,37.77596881
28,5,79,35,6,10,2,817,-122.4113868,37.77596881
29,4,305,5,7,7,2,913,-122.469858,37.70872364
2,4,576,77,7,9,2,808,-122.411589,37.75431332
2,4,576,211,7,9,2,808,-122.411589,37.75431332
29,4,305,25,7,5,2,915,-122.447454,37.77606438
17,4,305,15,7,6,2,916,-122.4025648,37.80477157
18,4,305,173,7,7,2,917,-122.4536459,37.72327255
30,3,553,77,1,8,1,554,-122.4115931,37.78305295
26,3,553,89,1,8,1,554,-122.4115931,37.78305295
23,4,74,18,7,8,2,554,-122.4116151,37.78316141
29,4,305,5,7,4,2,919,-122.4006266,37.75462932
13,4,74,5,7,8,2,554,-122.4116151,37.78316141
14,4,305,3,7,10,2,921,-122.3987586,37.77656877
23,4,74,15,7,8,2,554,-122.4116151,37.78316141
7,2,441,8,2,8,1,366,-122.4117425,37.78588822
2,6,625,81,5,8,1,366,-122.4117425,37.78588822
17,7,93,1,4,8,2,366,-122.4117425,37.78588822
14,4,289,3,7,6,2,923,-122.4067049,37.78779203
2,4,286,86,7,1,1,924,-122.4225365,37.77879588
12,3,1,15,1,8,2,772,-122.4119876,37.78502266
18,3,1,77,1,8,2,772,-122.4119876,37.78502266
17,5,605,212,6,8,6,772,-122.4119876,37.78502266
17,4,277,15,7,6,2,927,-122.4083843,37.78782711
28,4,277,18,7,2,2,928,-122.4375321,37.76668932
29,4,277,5,7,5,2,929,-122.4657503,37.78744603
17,4,277,15,7,3,2,930,-122.4256165,37.73935051
22,7,341,9,4,8,2,772,-122.4119876,37.78502266
14,4,277,6,7,6,2,931,-122.4181535,37.80313603
18,7,341,9,4,8,2,772,-122.4119876,37.78502266
2,7,579,81,4,9,2,1474,-122.4120521,37.75502014
14,7,579,66,4,9,2,1474,-122.4120521,37.75502014
28,7,579,3,4,9,2,1474,-122.4120521,37.75502014
4,4,263,149,7,6,2,935,-122.4020436,37.79718746
17,1,592,90,3,8,2,18,-122.4122498,37.78255633
14,4,263,3,7,9,2,936,-122.4160784,37.76203479
27,4,260,52,7,6,1,937,-122.4098351,37.79934018
30,1,584,139,3,8,2,18,-122.4122498,37.78255633
17,1,584,50,3,8,2,18,-122.4122498,37.78255633
17,2,184,3,2,8,2,18,-122.4122498,37.78255633
7,8,308,138,3,8,1,18,-122.4122498,37.78255633
14,4,249,3,7,2,2,940,-122.4586388,37.76719994
14,4,249,3,7,5,2,941,-122.4476228,37.7850837
22,8,249,6,3,3,1,1793,-122.4123061,37.70828445
2,8,249,8,3,3,1,1793,-122.4123061,37.70828445
14,4,240,3,7,3,2,943,-122.4104995,37.7455724
14,4,239,3,7,6,2,944,-122.4236584,37.80528509
28,1,620,142,3,8,2,11,-122.4124143,37.7830038
20,4,263,1,7,8,2,11,-122.4124143,37.7830038
14,7,341,44,4,8,2,11,-122.4124143,37.7830038
14,1,460,22,3,10,2,100,-122.4124833,37.77063059
17,4,234,213,7,10,2,947,-122.4203035,37.77089689
14,4,232,3,7,6,2,948,-122.4035321,37.80496889
14,2,480,15,2,10,2,100,-122.4124833,37.77063059
23,4,223,214,7,1,2,949,-122.4324015,37.77753891
18,4,221,24,7,4,1,950,-122.382889,37.73034294
26,1,400,20,3,10,5,139,-122.4125153,37.78047775
22,1,400,69,3,10,5,139,-122.4125153,37.78047775
4,4,214,149,7,10,2,952,-122.3990717,37.78735287
17,4,214,15,7,6,2,478,-122.4185371,37.80615159
14,4,214,29,7,6,2,953,-122.4133206,37.78784714
14,4,214,3,7,1,2,954,-122.4470999,37.80421642
17,4,211,17,7,2,2,955,-122.4514876,37.76751633
2,2,562,39,2,10,2,139,-122.4125153,37.78047775
30,7,464,3,4,6,1,1534,-122.4125452,37.80193058
18,7,464,15,4,6,1,1534,-122.4125452,37.80193058
17,4,197,20,7,10,2,957,-122.4073765,37.77998926
18,7,464,125,4,6,1,1534,-122.4125452,37.80193058
20,1,605,1,3,8,2,15,-122.4125974,37.78393203
14,5,382,1,6,8,2,1141,-122.4125974,37.78393203
17,4,190,215,7,7,2,960,-122.4771724,37.76355846
17,4,190,17,7,2,2,961,-122.4525403,37.76839011
14,4,187,3,7,7,2,962,-122.4736673,37.72136615
18,4,186,55,7,5,2,963,-122.4457452,37.78551199
18,4,186,55,7,4,2,964,-122.3750767,37.73167717
17,6,493,20,5,8,2,15,-122.4125974,37.78393203
22,3,398,69,1,9,2,638,-122.4126011,37.74837696
2,3,398,30,1,9,2,638,-122.4126011,37.74837696
16,1,199,18,3,6,2,219,-122.4126631,37.80063555
16,1,199,75,3,6,2,219,-122.4126631,37.80063555
22,4,57,185,7,6,1,992,-122.4127403,37.78875511
2,4,57,14,7,6,1,992,-122.4127403,37.78875511
14,4,162,99,7,9,2,967,-122.4107381,37.76752431
7,1,186,59,3,8,1,223,-122.4127841,37.78486569
18,1,186,20,3,8,1,223,-122.4127841,37.78486569
14,4,151,6,7,6,2,968,-122.3985845,37.79798628
14,4,151,6,7,10,2,969,-122.4034641,37.77852338
26,4,151,69,7,7,2,970,-122.461911,37.74081874
17,7,632,144,4,8,2,1453,-122.4127841,37.78486569
18,4,141,7,7,5,2,971,-122.4852835,37.78665787
17,4,132,9,7,2,2,972,-122.4508522,37.74582599
2,4,127,113,7,3,2,973,-122.4080623,37.7427199
20,1,340,216,3,6,5,176,-122.4128038,37.80577399
2,1,340,87,3,6,5,176,-122.4128038,37.80577399
20,4,118,217,7,10,2,975,-122.4017172,37.7781492
17,4,104,20,7,9,2,976,-122.4173601,37.75230632
20,4,101,218,7,6,2,977,-122.4040139,37.78975182
17,3,166,219,1,10,2,731,-122.4129044,37.77599818
14,3,162,50,1,10,2,731,-122.4129044,37.77599818
8,1,527,77,3,6,2,54,-122.412929,37.78968683
26,1,527,9,3,6,2,54,-122.412929,37.78968683
14,4,84,6,7,8,2,980,-122.4145938,37.78511998
20,4,82,90,7,8,1,772,-122.4119658,37.78491419
2,6,299,3,5,6,2,54,-122.412929,37.78968683
17,4,81,51,7,10,2,981,-122.3970324,37.78782467
8,4,76,33,7,7,1,982,-122.4835693,37.72306506
17,5,55,210,6,8,2,1220,-122.4129305,37.78383444
17,6,390,89,5,8,2,1220,-122.4129305,37.78383444
14,4,74,31,7,10,2,983,-122.4036714,37.77703244
17,7,147,117,4,8,2,1220,-122.4129305,37.78383444
14,4,74,3,7,10,2,984,-122.4070043,37.77004911
30,3,481,9,1,10,1,203,-122.4129331,37.77392745
14,4,71,6,7,1,2,986,-122.4198349,37.78635804
7,3,481,24,1,10,1,203,-122.4129331,37.77392745
7,3,481,112,1,10,1,203,-122.4129331,37.77392745
