Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
05-03-2015 16:00,VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
05-03-2015 16:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,NORTHERN,NONE,100 Block of BUCHANAN ST,-122.4268069,37.77113513
05-03-2015 16:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,ATHENS ST / RUSSIA AV,-122.4307776,37.71853062
05-03-2015 15:55,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Sunday,RICHMOND,NONE,3500 Block of CALIFORNIA ST,-122.4525869,37.78646014
05-03-2015 15:40,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,NORTHERN,NONE,GOLDEN GATE AV / LARKIN ST,-122.4171468,37.78144635
05-03-2015 15:34,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,NONE,MISSION ST / NEY ST,-122.4301831,37.72986053
05-03-2015 15:30,NON-CRIMINAL,LOST PROPERTY,Sunday,BAYVIEW,NONE,1600 Block of 18TH ST,-122.3994291,37.76234934
05-03-2015 15:30,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Sunday,TARAVAL,NONE,0 Block of HARDING RD,-122.4977043,37.72473844
05-03-2015 15:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,PAGE ST / GOUGH ST,-122.4224073,37.77408411
05-03-2015 15:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,NONE,JOHNFKENNEDY DR / KEZAR DR,-122.4552904,37.77092819
05-03-2015 15:25,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.4063518,37.78603116
05-03-2015 15:25,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of STOCKTON ST,-122.4063518,37.78603116
05-03-2015 15:19,NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE,300 Block of 32ND AV,-122.4924891,37.78229066
05-03-2015 15:14,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE,OFARRELL ST / JONES ST,-122.4129705,37.78578838
05-03-2015 15:08,NON-CRIMINAL,AIDED CASE,Sunday,RICHMOND,NONE,700 Block of 9TH AV,-122.4669486,37.77427214
05-03-2015 15:05,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.4025276,37.77603828
05-03-2015 15:05,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.4025276,37.77603828
05-03-2015 15:04,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.3883799,37.78331041
05-03-2015 15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,3100 Block of HARRISON ST,-122.4113662,37.74779429
05-03-2015 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,3100 Block of HARRISON ST,-122.4113662,37.74779429
05-03-2015 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,400 Block of BRYANT ST,-122.3952605,37.78170349
05-03-2015 15:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Sunday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.4179754,37.77375094
05-03-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,600 Block of HARRISON ST,-122.3959579,37.78360376
05-03-2015 15:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,19TH ST / CAPP ST,-122.4181201,37.76030123
05-03-2015 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,FULTON ST / 11TH AV,-122.4690938,37.77325583
05-03-2015 15:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,TARAVAL,NONE,41ST AV / IRVING ST,-122.5006979,37.76251868
05-03-2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,VANNESS AV / OLIVE ST,-122.4210968,37.78429378
05-03-2015 14:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,FRONT ST / VALLEJO ST,-122.4000697,37.79968202
05-03-2015 14:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812
05-03-2015 14:30,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812
05-03-2015 14:22,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,NORTHERN,NONE,2200 Block of FILLMORE ST,-122.4341852,37.79027379
05-03-2015 14:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,24TH ST / VALENCIA ST,-122.4206658,37.75210416
05-03-2015 13:40,NON-CRIMINAL,"AIDED CASE, DOG BITE",Sunday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.4533763,37.76871427
05-03-2015 13:35,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,NONE,0 Block of MCALLISTER ST,-122.412597,37.78111921
05-03-2015 13:26,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,100 Block of DIAMOND ST,-122.4371821,37.75993828
05-03-2015 13:24,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE,1600 Block of UNION ST,-122.426474,37.79829129
05-03-2015 13:24,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / OFARRELL ST,-122.4113284,37.78599631
05-03-2015 13:24,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,TENDERLOIN,"ARREST, BOOKED",TAYLOR ST / OFARRELL ST,-122.4113284,37.78599631
05-03-2015 13:15,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
05-03-2015 13:13,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.4093131,37.78434785
05-03-2015 13:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE,0 Block of BELLE AV,-122.469858,37.70872364
05-03-2015 13:00,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,700 Block of GRANT AV,-122.4061066,37.79361439
05-03-2015 13:00,FRAUD,DEFRAUDING AN INNKEEPER,Sunday,CENTRAL,NONE,700 Block of GRANT AV,-122.4061066,37.79361439
05-03-2015 13:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,RICHMOND,NONE,0 Block of ATALAYA TR,-122.447454,37.77606438
05-03-2015 13:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,1100 Block of THE EMBARCADERONORTH ST,-122.4025648,37.80477157
05-03-2015 13:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Sunday,TARAVAL,NONE,1000 Block of OCEAN AV,-122.4536459,37.72327255
05-03-2015 13:00,ASSAULT,BATTERY,Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.4664427,37.76592453
05-03-2015 13:00,KIDNAPPING,FALSE IMPRISONMENT,Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.4664427,37.76592453
05-03-2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE,9TH AV / LINCOLN WY,-122.4664427,37.76592453
05-03-2015 13:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,DEHARO ST / 23RD ST,-122.4006266,37.75462932
05-03-2015 13:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,NORTHERN,NONE,WEBSTER ST / FELL ST,-122.4293691,37.77511035
05-03-2015 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,BRANNAN ST / 5TH ST,-122.3987586,37.77656877
05-03-2015 12:55,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,400 Block of GEARY ST,-122.4107216,37.78709665
05-03-2015 12:40,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,100 Block of CAINE AV,-122.4518719,37.71579411
05-03-2015 12:40,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,NONE,100 Block of CAINE AV,-122.4518719,37.71579411
05-03-2015 12:36,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",LARKIN ST / FULTON ST,-122.41677,37.77958458
05-03-2015 12:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,200 Block of STOCKTON ST,-122.4067049,37.78779203
05-03-2015 12:25,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Sunday,NORTHERN,"ARREST, BOOKED",300 Block of FULTON ST,-122.4225365,37.77879588
05-03-2015 12:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,800 Block of 3RD ST,-122.3914251,37.77787278
05-03-2015 12:00,ASSAULT,BATTERY,Sunday,MISSION,NONE,1700 Block of HARRISON ST,-122.4133542,37.7690748
05-03-2015 12:00,LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Sunday,MISSION,NONE,1700 Block of HARRISON ST,-122.4133542,37.7690748
05-03-2015 12:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,300 Block of POWELL ST,-122.4083843,37.78782711
05-03-2015 12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,NONE,0 Block of ROOSEVELT WY,-122.4375321,37.76668932
05-03-2015 12:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,0 Block of 7TH AV,-122.4657503,37.78744603
05-03-2015 12:00,NON-CRIMINAL,LOST PROPERTY,Sunday,INGLESIDE,NONE,100 Block of CHENERY ST,-122.4256165,37.73935051
05-03-2015 12:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE,LAKE MERCED BL / BROTHERHOOD WAY,-122.4852263,37.71469453
05-03-2015 12:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,CHESTNUT ST / LEAVENWORTH ST,-122.4181535,37.80313603
05-03-2015 11:50,NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,NONE,POLK ST / AUSTIN ST,-122.4204025,37.78916438
05-03-2015 11:45,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TARAVAL,"ARREST, BOOKED",2200 Block of 37TH AV,-122.4952422,37.74497721
05-03-2015 11:45,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TARAVAL,"ARREST, BOOKED",2200 Block of 37TH AV,-122.4952422,37.74497721
05-03-2015 11:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,LOMBARD ST / HYDE ST,-122.4196161,37.80199424
05-03-2015 11:30,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,700 Block of SANSOME ST,-122.4020436,37.79718746
05-03-2015 11:30,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,TENDERLOIN,NONE,TURK ST / JONES ST,-122.4124143,37.7830038
05-03-2015 11:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,SHOTWELL ST / 18TH ST,-122.4160784,37.76203479
05-03-2015 11:22,TRESPASS,TRESPASSING,Sunday,CENTRAL,"ARREST, BOOKED",600 Block of GREEN ST,-122.4098351,37.79934018
05-03-2015 11:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Sunday,CENTRAL,NONE,1000 Block of MASON ST,-122.4110455,37.79329511
05-03-2015 11:00,ASSAULT,THREATS AGAINST LIFE,Sunday,CENTRAL,NONE,1000 Block of MASON ST,-122.4110455,37.79329511
05-03-2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,1500 Block of VANNESS AV,-122.4220627,37.78992
05-03-2015 11:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Sunday,CENTRAL,NONE,1000 Block of MASON ST,-122.4110455,37.79329511
05-03-2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,PARK,NONE,MARTIN LUTHER KING JR DR / KEZAR DR,-122.4586388,37.76719994
05-03-2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,EUCLID AV / MASONIC AV,-122.4476228,37.7850837
05-03-2015 10:52,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,100 Block of MISSOURI ST,-122.3967755,37.76447399
05-03-2015 10:52,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,100 Block of MISSOURI ST,-122.3967755,37.76447399
05-03-2015 10:42,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,ALABAMA ST / MONTCALM ST,-122.4104995,37.7455724
05-03-2015 10:40,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,POLK ST / NORTHPOINT ST,-122.4236584,37.80528509
05-03-2015 10:37,NON-CRIMINAL,FIRE REPORT,Sunday,PARK,NONE,HAIGHT ST / SHRADER ST,-122.4518646,37.76935054
05-03-2015 10:35,WARRANTS,WARRANT ARREST,Sunday,CENTRAL,"ARREST, BOOKED",2700 Block of TAYLOR ST,-122.4156428,37.80776249
05-03-2015 10:35,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Sunday,CENTRAL,"ARREST, BOOKED",2700 Block of TAYLOR ST,-122.4156428,37.80776249
05-03-2015 10:35,OTHER OFFENSES,PROBATION VIOLATION,Sunday,CENTRAL,"ARREST, BOOKED",2700 Block of TAYLOR ST,-122.4156428,37.80776249
05-03-2015 10:34,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Sunday,SOUTHERN,NONE,100 Block of OTIS ST,-122.4203035,37.77089689
05-03-2015 10:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,CHESTNUT ST / SANSOME ST,-122.4035321,37.80496889
05-03-2015 10:26,NON-CRIMINAL,LOST PROPERTY,Sunday,TENDERLOIN,NONE,200 Block of MASON ST,-122.4095237,37.7857603
05-03-2015 10:15,SEX OFFENSES FORCIBLE,ENGAGING IN LEWD ACT,Sunday,NORTHERN,NONE,900 Block of FULTON ST,-122.4324015,37.77753891
05-03-2015 10:13,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, BOOKED",INGALLS ST / OAKDALE AV,-122.382889,37.73034294
05-03-2015 10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,NORTHERN,NONE,2700 Block of VANNESS AV,-122.4246213,37.80084716
05-03-2015 10:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE,2700 Block of VANNESS AV,-122.4246213,37.80084716
05-03-2015 10:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,SOUTHERN,NONE,100 Block of 2ND ST,-122.3990717,37.78735287
05-03-2015 10:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,1300 Block of COLUMBUS AV,-122.4185371,37.80615159
05-03-2015 10:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,700 Block of JONES ST,-122.4133206,37.78784714
05-03-2015 10:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,BAKER ST / JEFFERSON ST,-122.4470999,37.80421642
05-03-2015 09:55,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,PARK,NONE,BEULAH ST / SHRADER ST,-122.4514876,37.76751633
05-03-2015 09:50,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
05-03-2015 09:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385,37.77219582
05-03-2015 09:30,NON-CRIMINAL,LOST PROPERTY,Sunday,TENDERLOIN,NONE,OFARRELL ST / TAYLOR ST,-122.4113284,37.78599631
05-03-2015 09:23,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,100 Block of 6TH ST,-122.4073765,37.77998926
05-03-2015 09:19,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,MISSION,"ARREST, BOOKED",SHOTWELL ST / 19TH ST,-122.4159298,37.760433
05-03-2015 09:19,WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED",SHOTWELL ST / 19TH ST,-122.4159298,37.760433
05-03-2015 09:12,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,-122.4080405,37.7864094
05-03-2015 09:10,NON-CRIMINAL,"LICENSE PLATE, FOUND",Sunday,TARAVAL,NONE,19TH AV / IRVING ST,-122.4771724,37.76355846
05-03-2015 09:10,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Sunday,PARK,NONE,1700 Block of WALLER ST,-122.4525403,37.76839011
05-03-2015 09:03,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,STRATFORD DR / HOLLOWAY AV,-122.4736673,37.72136615
05-03-2015 09:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,RICHMOND,NONE,2900 Block of BUSH ST,-122.4457452,37.78551199
05-03-2015 09:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,800 Block of INNES AV,-122.3750767,37.73167717
05-03-2015 08:50,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,CENTRAL,NONE,600 Block of FRANCISCO ST,-122.4163633,37.8042621
05-03-2015 08:50,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,NONE,600 Block of ILLINOIS ST,-122.3879236,37.76372692
05-03-2015 08:50,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,BAYVIEW,NONE,600 Block of ILLINOIS ST,-122.3879236,37.76372692
05-03-2015 08:37,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,"ARREST, BOOKED",1300 Block of STOCKTON ST,-122.4086469,37.79811713
05-03-2015 08:15,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of POWELL ST,-122.4082017,37.78688491
05-03-2015 08:12,WARRANTS,ENROUTE TO ADULT AUTHORITY,Sunday,INGLESIDE,"ARREST, BOOKED",0 Block of NAPLES ST,-122.4258492,37.7278332
05-03-2015 08:12,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Sunday,INGLESIDE,"ARREST, BOOKED",0 Block of NAPLES ST,-122.4258492,37.7278332
05-03-2015 08:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,MISSION,NONE,1500 Block of BRYANT ST,-122.4107381,37.76752431
05-03-2015 08:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Sunday,SOUTHERN,NONE,200 Block of KING ST,-122.3931106,37.77731032
05-03-2015 07:32,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,500 Block of 5TH ST,-122.3999811,37.77762424
05-03-2015 07:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,100 Block of PACIFIC AV,-122.3985845,37.79798628
05-03-2015 07:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,200 Block of CLARA ST,-122.4034641,37.77852338
05-03-2015 07:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE,ULLOA ST / ALLSTON WY,-122.461911,37.74081874
05-03-2015 07:15,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,TARAVAL,NONE,2000 Block of 17TH AV,-122.4739402,37.74965704
05-03-2015 07:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,RICHMOND,NONE,100 Block of 25TH AV,-122.4852835,37.78665787
05-03-2015 06:30,NON-CRIMINAL,FOUND PROPERTY,Sunday,PARK,NONE,TWINPEAKS BL / PORTOLA DR,-122.4508522,37.74582599
05-03-2015 06:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,NONE,400 Block of FRANCONIA ST,-122.4080623,37.7427199
05-03-2015 05:30,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Sunday,INGLESIDE,NONE,0 Block of OCEAN AV,-122.4359488,37.72390051
05-03-2015 05:30,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,INGLESIDE,NONE,0 Block of OCEAN AV,-122.4359488,37.72390051
05-03-2015 05:15,ROBBERY,"ROBBERY, ARMED WITH A GUN",Sunday,SOUTHERN,NONE,0 Block of MERLIN ST,-122.4017172,37.7781492
05-03-2015 04:04,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,NONE,24TH ST / CAPP ST,-122.4173601,37.75230632
05-03-2015 03:55,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Sunday,CENTRAL,NONE,200 Block of SUTTER ST,-122.4040139,37.78975182
05-03-2015 03:30,ASSAULT,THREATENING PHONE CALL(S),Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
05-03-2015 03:30,ASSAULT,THREATS AGAINST LIFE,Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
05-03-2015 03:30,ASSAULT,BATTERY,Sunday,CENTRAL,NONE,1000 Block of KEARNY ST,-122.4055248,37.7977715
05-03-2015 03:17,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
05-03-2015 03:05,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE,400 Block of LEAVENWORTH ST,-122.4145938,37.78511998
05-03-2015 03:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.4119658,37.78491419
05-03-2015 03:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
05-03-2015 02:55,NON-CRIMINAL,AIDED CASE,Sunday,SOUTHERN,NONE,500 Block of HOWARD ST,-122.3970324,37.78782467
05-03-2015 02:35,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,TARAVAL,"ARREST, BOOKED",700 Block of FONT BL,-122.4835693,37.72306506
05-03-2015 02:30,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
05-03-2015 02:30,KIDNAPPING,FALSE IMPRISONMENT,Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
05-03-2015 02:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,400 Block of 6TH ST,-122.4036714,37.77703244
05-03-2015 02:30,SEX OFFENSES FORCIBLE,"ORAL COPULATION, UNLAWFUL (ADULT VICTIM)",Sunday,TENDERLOIN,NONE,100 Block of TURK ST,-122.4116151,37.78316141
05-03-2015 02:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,9TH ST / BRANNAN ST,-122.4070043,37.77004911
05-03-2015 02:28,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,17TH ST / VALENCIA ST,-122.4217338,37.76329969
05-03-2015 02:25,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,POLK ST / CEDAR ST,-122.4198349,37.78635804
05-03-2015 02:17,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4028491,37.77585996
05-03-2015 02:17,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4028491,37.77585996
05-03-2015 02:17,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4028491,37.77585996
05-03-2015 02:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,MISSION,NONE,3500 Block of 19TH ST,-122.4218676,37.76012965
05-03-2015 02:02,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
05-03-2015 02:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,500 Block of SELBY ST,-122.3959706,37.74392425
05-03-2015 02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE,2000 Block of 43RD AV,-122.5019318,37.74842258
05-03-2015 02:00,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,LARKIN ST / GEARY ST,-122.4180908,37.78610075
05-03-2015 02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TARAVAL,NONE,25TH AV / OCEAN AV,-122.4809904,37.73247011
05-03-2015 01:59,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,INGLESIDE,NONE,4600 Block of MISSION ST,-122.4351616,37.72431024
05-03-2015 01:52,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,CENTRAL,"ARREST, BOOKED",700 Block of SUTTER ST,-122.4127403,37.78875511
05-03-2015 01:52,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,CENTRAL,"ARREST, BOOKED",700 Block of SUTTER ST,-122.4127403,37.78875511
